idcode,year,age,grade,not_smsa,south,ttl_exp,tenure,ln_wage,black,age2,ttl_exp2,tenure2
529,75,23,16,0,1,2.3653846,1.4166666,1.8749155,0,529,5.5950441,2.0069444
529,77,25,16,0,1,3.3653846,3.3333333,1.8774365,0,625,11.325813,11.111111
529,78,26,16,0,1,4.5,4.5,1.8644695,0,676,20.25,20.25
531,70,22,16,0,0,.73076922,.083333336,1.1539618,0,484,.53402364,.006944445
531,73,25,16,0,0,2.9166667,2.9166667,2.9977458,0,625,8.5069447,8.5069447
531,75,27,16,0,0,4.75,4.75,2.9709337,0,729,22.5625,22.5625
531,77,29,16,0,0,5.75,.083333336,.90574032,0,841,33.0625,.006944445
531,78,30,16,0,0,6.6730771,1,2.9652443,0,900,44.529957,1
531,80,32,16,0,0,7.7884617,3,3.1778612,0,1024,60.660137,9
531,83,35,16,0,0,10.692307,1,3.3404727,0,1225,114.32544,1
531,88,40,16,0,0,11.826923,1.1666666,.43560177,0,1600,139.87611,1.361111
532,75,23,16,1,0,1.9871794,.5,1.4405394,0,529,3.9488819,.25
532,77,25,16,1,0,2.8910255,,1.6462336,0,625,8.3580284,
532,80,28,16,1,0,5.4102564,2.75,3.3231733,0,784,29.270874,7.5625
532,82,30,16,1,0,5.9871793,.083333336,1.8484546,0,900,35.846317,.006944445
532,83,31,16,1,0,5.9871793,.25,3.7925808,0,961,35.846317,.0625
533,77,23,16,0,0,2.7756412,1.25,1.8232419,0,529,7.7041841,1.5625
533,78,24,16,0,0,3.8717952,2.25,1.9042917,0,576,14.990798,5.0625
533,80,26,16,0,0,5.7564106,.58333331,2.6296096,0,676,33.136265,.34027776
533,82,28,16,0,0,7.5641031,2.4166667,2.0954332,0,784,57.215656,5.8402781
533,87,33,16,0,0,9.7179489,2.3333333,1.6535988,0,1089,94.43853,5.4444442
533,88,35,16,0,0,11.025641,3.8333333,1.7248919,0,1225,121.56477,14.694444
534,68,21,12,0,0,2.25,2.25,1.4645737,0,441,5.0625,5.0625
534,69,22,12,0,0,3.25,3.0833333,1.5847453,0,484,10.5625,9.5069437
534,70,23,12,0,0,4.0769229,3.9166667,1.5847453,0,529,16.6213,15.340279
534,72,25,12,0,0,4.2307692,.91666669,1.6777167,0,625,17.899408,.84027779
534,73,26,12,0,0,4.2692308,0,1.7910452,0,676,18.226332,0
534,75,28,12,0,0,4.2692308,1.1666666,1.6652814,0,784,18.226332,1.361111
534,80,33,12,0,0,4.9807692,.75,1.6186332,0,1089,24.808062,.5625
534,82,35,12,0,0,6.8653846,.91666669,1.9899282,0,1225,47.133507,.84027779
534,83,36,12,0,0,7.5961537,.75,.68252391,0,1296,57.701553,.5625
534,85,38,12,0,0,9.5192308,0,1.9249544,0,1444,90.615753,0
536,68,18,12,0,0,.84615386,.41666666,1.3526556,0,324,.71597636,.1736111
536,73,23,12,0,0,4.9166665,4.9166665,2.0361803,0,529,24.173609,24.173609
536,75,25,12,0,0,6.9166665,6.9166665,2.0216365,0,625,47.840275,47.840275
537,68,22,16,0,1,.25,.25,1.9160235,0,484,.0625,.0625
537,69,23,16,0,1,1.25,1.25,2.1035388,0,529,1.5625,1.5625
537,70,24,16,0,1,2.3269231,,2.3745255,0,576,5.4145713,
537,71,25,16,0,1,3.25,2.3333333,2.3766928,0,625,10.5625,5.4444442
537,72,26,16,0,1,3.4038463,.083333336,2.3708639,0,676,11.586169,.006944445
537,73,27,16,0,1,3.4230771,.16666667,1.5812052,0,729,11.717457,.02777778
538,78,35,12,0,0,1.3333334,.25,1.0335739,0,1225,1.7777779,.0625
538,80,37,12,0,0,1.8333334,.5,1.554857,0,1369,3.3611112,.25
538,82,39,12,0,0,3.7179489,2.5833333,1.6034193,0,1521,13.823144,6.6736107
538,83,40,12,0,0,4.6794872,3.5,1.7124897,0,1600,21.8976,12.25
538,85,42,12,0,0,6.6794872,5.5,1.6820085,0,1764,44.615551,30.25
538,87,44,12,0,0,8.6794872,7.5,1.8116276,0,1936,75.333496,56.25
538,88,45,12,0,0,10.160256,.58333331,1.2679363,0,2025,103.23081,.34027776
539,75,22,16,0,0,3.8846154,.33333334,1.9080398,0,484,15.090237,.11111112
539,77,24,16,0,0,4.7307692,2.4166667,2.0144031,0,576,22.380177,5.8402781
539,78,25,16,0,0,5.7692308,3.4166667,2.0442626,0,625,33.284023,11.673612
540,68,21,9,0,0,1.5,1.5,.85056359,0,441,2.25,2.25
540,80,33,9,0,0,2.9615383,.83333331,1.275272,0,1089,8.770709,.69444442
540,82,35,9,0,0,3.5769229,.083333336,.74865991,0,1225,12.794377,.006944445
540,85,38,9,0,0,4.2692308,.83333331,1.2765435,0,1444,18.226332,.69444442
540,87,40,9,0,0,6.2692308,2.75,1.3621761,0,1600,39.303257,7.5625
540,88,42,9,0,0,7.7307692,4.1666665,1.2395631,0,1764,59.764793,17.361111
541,88,38,13,1,1,16.980768,13.416667,3.114409,0,1444,288.3465,180.00696
542,68,23,12,0,0,4.6666665,4.6666665,1.7269378,0,529,21.777777,21.777777
542,69,24,12,0,0,5.6282048,5.5833335,1.7753649,0,576,31.676689,31.173613
542,70,25,12,0,0,6.6858969,6.6666665,1.8687489,0,625,44.701218,44.444443
542,71,26,12,0,0,7.6666665,7.6666665,1.9885755,0,676,58.777775,58.777775
542,78,33,12,0,0,10.301282,4,3.5921717,0,1089,106.11641,16
542,80,35,12,0,0,12.185898,6,2.8124864,0,1225,148.49611,36
542,82,37,12,0,0,14.070513,7.9166665,2.7080503,0,1369,197.97932,62.673607
542,83,38,12,0,0,15.070513,8.916667,2.6678684,0,1444,227.12036,79.50695
542,85,40,12,0,0,17.070513,0,2.5982993,0,1600,291.4024,0
542,87,42,12,0,0,19.070513,2,2.8167496,0,1764,363.68445,4
543,82,35,6,0,0,.03846154,0,1.2644726,0,1225,.0014792901,0
543,87,40,6,0,0,2.0384614,0,1.3250947,0,1600,4.1553249,0
543,88,41,6,0,0,3.3461537,1.25,1.4880251,0,1681,11.196745,1.5625
544,68,19,12,0,0,1,1,1.1078986,1,361,1,1
545,82,33,16,0,0,10.185898,1.4166666,2.4292176,0,1089,103.75252,2.0069444
545,83,34,16,0,0,11.185898,2.4166667,2.4513688,0,1156,125.12431,5.8402781
545,85,36,16,0,0,13.185898,4.4166665,2.4929388,0,1296,173.8679,19.506943
546,68,21,12,0,0,.76923078,.33333334,1.1963093,0,441,.59171599,.11111112
546,75,28,12,0,0,1.673077,.91666669,1.3127055,0,784,2.7991867,.84027779
546,80,33,12,0,0,1.6923077,.16666667,1.4326874,0,1089,2.8639054,.02777778
547,68,21,12,0,0,3.0833333,3.0833333,1.6017749,0,441,9.5069437,9.5069437
547,69,22,12,0,0,4.0641026,,1.7544876,0,484,16.51693,
547,70,23,12,0,0,4.6987181,.41666666,1.7544876,0,529,22.077951,.1736111
547,71,24,12,0,0,5.1025643,.91666669,1.5394455,0,576,26.036163,.84027779
547,72,25,12,0,0,5.3333335,.5,1.2622011,0,625,28.444447,.25
547,73,26,12,0,0,5.3333335,.083333336,1.2622011,0,676,28.444447,.006944445
547,75,28,12,0,0,6.1025643,.25,1.6652814,0,784,37.241291,.0625
547,77,30,12,0,0,6.4871798,.16666667,1.5035775,0,900,42.0835,.02777778
547,78,31,12,0,0,7.4487181,1.1666666,1.4326874,0,961,55.483402,1.361111
547,80,33,12,0,0,8.7948723,2.0833333,1.4656262,0,1089,77.349777,4.3402777
547,82,35,12,0,0,10.064103,0,1.8961195,0,1225,101.28617,0
547,83,36,12,0,0,10.064103,.33333334,1.7811359,0,1296,101.28617,.11111112
547,87,40,12,0,0,14.064103,4.25,1.3621761,0,1600,197.799,18.0625
548,69,19,12,0,0,.86538464,.41666666,1.5334518,0,361,.74889058,.1736111
548,70,20,12,0,0,1.9230769,1.5,1.5394455,0,400,3.6982245,2.25
548,71,21,12,0,0,2.9230769,2.5,1.5982393,0,441,8.5443783,6.25
548,72,22,12,0,0,3.8461537,3.3333333,1.4938796,0,484,14.792898,11.111111
548,73,23,12,0,0,4.3846154,.41666666,1.6368946,0,529,19.224852,.1736111
548,75,25,12,0,0,4.3846154,1.75,1.4405394,0,625,19.224852,3.0625
548,83,33,12,0,0,4.3846154,.083333336,1.7664413,0,1089,19.224852,.006944445
548,85,35,12,0,0,6.2307692,1,1.7228305,0,1225,38.822483,1
548,87,37,12,0,0,8.2307692,1.3333334,1.5384123,0,1369,67.74556,1.7777779
548,88,38,12,0,0,9.4230766,1.5833334,1.5639862,0,1444,88.794373,2.5069447
549,68,22,12,0,0,.98076922,.83333331,1.5862703,0,484,.96190828,.69444442
549,70,24,12,0,0,3,2.4166667,1.6191466,0,576,9,5.8402781
549,71,25,12,0,0,3.9423077,1.3333334,1.9481348,0,625,15.54179,1.7777779
549,78,32,12,0,0,8.1923075,1.3333334,1.7996422,0,1024,67.113899,1.7777779
549,82,36,12,0,0,10.769231,.41666666,1.6094379,0,1296,115.97633,.1736111
549,83,37,12,0,0,11.75,1.4166666,1.5692561,0,1369,138.0625,2.0069444
549,85,39,12,0,0,13.75,3.4166667,1.6820085,0,1521,189.0625,11.673612
549,87,41,12,0,0,15.673077,3.75,1.6022431,0,1681,245.64532,14.0625
549,88,43,12,0,0,17.01923,.25,1.8374007,0,1849,289.65417,.0625
550,68,24,12,0,0,1.0833334,1.0833334,2.032558,0,576,1.1736112,1.1736112
550,70,26,12,0,0,2.0448718,0,2.144361,0,676,4.1815009,0
550,77,32,12,0,0,2.6410255,0,1.983532,0,1024,6.9750161,0
550,78,34,12,0,0,3.525641,.83333331,2.1258345,0,1156,12.430144,.69444442
550,80,35,12,0,0,4.7948718,0,1.9272611,0,1225,22.990795,0
551,77,24,16,0,0,5.5961537,4.3333335,1.6858987,0,576,31.316936,18.777779
551,82,29,16,0,1,9.6923075,1.75,2.0794415,0,841,93.940826,3.0625
551,88,36,16,0,1,14.076923,3.0833333,2.2681837,0,1296,198.15977,9.5069437
553,68,22,17,0,0,.69230771,.41666666,2.2065113,0,484,.47928998,.1736111
554,85,36,16,0,0,11.814102,.41666666,2.1191869,0,1296,139.57301,.1736111
555,70,18,12,0,0,.88461536,.41666666,1.7823914,0,324,.78254431,.1736111
555,71,19,12,0,0,1.7884614,1.3333334,1.9224099,0,361,3.1985943,1.7777779
555,72,20,12,0,0,2.7692308,2.3333333,1.9793015,0,400,7.6686397,5.4444442
555,73,21,12,0,0,3.2884614,2.75,2.1821218,0,441,10.813979,7.5625
555,75,22,12,0,0,4.2884617,1.8333334,1.910543,0,484,18.390903,3.3611112
555,77,24,12,0,0,5.2884617,3.8333333,2.0969038,0,576,27.967827,14.694444
555,78,26,12,0,0,6.4230771,5,2.216589,0,676,41.25592,25
555,80,27,12,0,0,8.3076925,6.8333335,2.1480491,0,729,69.017754,46.694447
555,82,30,12,0,0,10.192307,8.916667,2.3302002,0,900,103.88313,79.50695
555,83,31,12,0,0,11.153846,9.916667,2.194124,0,961,124.40828,98.340286
555,85,33,12,0,0,13.153846,11.916667,2.4697077,0,1089,173.02367,142.00696
555,87,35,12,0,0,15,0,2.5290675,0,1225,225,0
555,88,36,12,0,0,16.365385,1.3333334,2.532469,0,1296,267.82584,1.7777779
557,80,31,15,0,0,3.9294875,.33333334,1.9780502,1,961,15.440872,.11111112
557,83,34,15,0,0,3.9294875,.5,.90825838,1,1156,15.440872,.25
557,85,36,15,0,0,4.6987181,.16666667,1.499687,1,1296,22.077951,.02777778
558,68,22,12,0,0,.5,.5,1.4039489,1,484,.25,.25
558,69,23,12,0,0,1.5,1.4166666,1.6382855,1,529,2.25,2.0069444
558,70,24,12,0,0,1.6666666,1.6666666,1.7670667,1,576,2.7777777,2.7777777
558,80,34,12,0,0,2.4166665,1,1.281703,1,1156,5.8402772,1
558,82,36,12,0,0,3.9166665,.91666669,1.6770962,1,1296,15.340277,.84027779
558,87,41,12,0,0,5.0320511,.83333331,2.1521893,1,1681,25.321539,.69444442
558,88,42,12,0,0,6.4166665,1.4166666,1.4304553,1,1764,41.173611,2.0069444
560,71,20,12,0,0,2.0961537,.83333331,1.7170231,1,400,4.3938603,.69444442
560,72,21,12,0,0,3.0961537,1.8333334,1.9369993,1,441,9.5861683,3.3611112
560,73,22,12,0,0,4.1346154,2.8333333,1.9986424,1,484,17.095045,8.0277777
560,75,24,12,0,0,5.1346154,0,1.8723214,1,576,26.364275,0
560,77,26,12,0,0,6.1346154,1.8333334,2.0144031,1,676,37.633507,3.3611112
561,85,39,14,0,0,7.025641,2.0833333,1.9482113,0,1521,49.359631,4.3402777
562,75,31,12,0,0,1.8333334,1.8333334,1.3786633,1,961,3.3611112,3.3611112
562,77,33,12,0,0,2.6987181,.25,1.6577282,1,1089,7.2830791,.0625
562,85,41,12,0,0,4.6987181,.33333334,2.5139654,1,1681,22.077951,.11111112
562,87,43,12,0,0,6.6987181,0,1.7669275,1,1849,44.872826,0
562,88,44,12,0,0,8.1217947,1.4166666,2.1250823,1,1936,65.963547,2.0069444
563,68,22,12,0,0,1,0,1.7269378,1,484,1,0
563,69,23,12,0,0,2,1,1.8393875,1,529,4,1
564,68,25,12,0,0,1,0,1.9527924,0,625,1,0
564,69,26,12,0,0,2,.91666669,1.910445,0,676,4,.84027779
564,70,27,12,0,0,3.0961537,2,2.3210611,0,729,9.5861683,4
564,71,28,12,0,0,3.25,2.0833333,2.3210611,0,784,10.5625,4.3402777
565,68,19,12,0,0,1,0,1.6270928,0,361,1,0
565,69,20,12,0,0,2,.83333331,2.1065106,0,400,4,.69444442
565,70,21,12,0,0,3.0576923,.91666669,1.8922298,0,441,9.3494825,.84027779
565,71,22,12,0,0,4.0384617,1.0833334,1.9449106,0,484,16.309174,1.1736112
565,72,23,12,0,0,5.0384617,1.8333334,1.8122472,0,529,25.386097,3.3611112
565,73,24,12,0,0,6.0961537,2.8333333,1.7127802,0,576,37.16309,8.0277777
565,75,26,12,0,0,7.0769229,4.75,1.8749155,0,676,50.082836,22.5625
565,77,28,12,0,0,8.0769234,6.75,1.8865693,0,784,65.236694,45.5625
565,78,29,12,0,0,8.4230766,7.1666665,1.9026116,0,841,70.948219,51.361111
565,85,36,12,0,0,9.5,1.1666666,1.499687,0,1296,90.25,1.361111
566,68,16,10,0,0,0,,1.3394108,0,256,0,
566,69,17,10,0,0,1,.25,1.7025284,0,289,1,.0625
566,70,18,10,0,0,1.4230769,.66666669,1.7025284,0,324,2.0251477,.44444448
566,75,23,10,0,0,1.4807693,0,1.4405394,0,529,2.1926777,0
567,68,18,11,0,0,0,,1.4039489,0,324,0,
567,70,20,11,0,0,1.4230769,.16666667,1.5847453,0,400,2.0251477,.02777778
567,71,21,11,0,0,1.8846153,.5,1.6748497,0,441,3.5517747,.25
567,73,23,11,0,0,3.2307692,.16666667,1.8122472,0,529,10.437869,.02777778
567,75,25,11,0,0,3.6153846,.41666666,1.4874226,0,625,13.071006,.1736111
567,77,27,11,0,0,4.6153846,1.6666666,1.4274157,0,729,21.301775,2.7777777
567,78,28,11,0,0,4.7115383,.16666667,1.2593799,0,784,22.198593,.02777778
568,68,19,12,0,0,.58333331,.58333331,1.5217319,1,361,.34027776,.34027776
570,75,23,16,0,0,1.2307693,.5,1.8671135,1,529,1.514793,.25
570,77,25,16,0,0,1.3846154,.16666667,1.6470599,1,625,1.9171599,.02777778
570,78,26,16,0,0,1.5192308,.083333336,1.3212559,1,676,2.3080623,.006944445
570,80,28,16,0,0,3.4038463,1.9166666,2.2815802,1,784,11.586169,3.6736109
570,82,30,16,0,0,5.2884617,4,2.3272777,1,900,27.967827,16
570,83,31,16,0,0,6.3461537,5.0833335,2.5483336,1,961,40.273666,25.840279
570,85,33,16,0,0,8.2692308,7,2.6265624,1,1089,68.38018,49
570,87,35,16,0,0,10.269231,9,3.2475572,1,1225,105.4571,81
570,88,36,16,0,0,11.461538,10.333333,3.0344262,1,1296,131.36687,106.77777
571,75,21,15,0,0,1.6923077,.25,1.6459261,1,441,2.8639054,.0625
571,80,26,15,0,0,3.1538463,.58333331,1.9748502,1,676,9.9467459,.34027776
571,83,29,15,0,0,5.0384617,3.5833333,3.8326843,1,841,25.386097,12.840278
571,87,33,15,0,0,8.5769234,2.0833333,2.6054103,1,1089,73.563614,4.3402777
572,88,35,14,0,0,7.9679484,6.3333335,2.0778298,0,1225,63.488201,40.111115
573,68,22,12,0,0,1,0,1.9308939,0,484,1,0
573,69,23,12,0,0,2,.91666669,1.7025284,0,529,4,.84027779
574,70,19,12,0,0,.51923078,.5,1.6572286,0,361,.2696006,.25
574,71,20,12,0,0,1.5,1.5,1.8993447,0,400,2.25,2.25
574,72,21,12,0,0,2.1923077,.5,1.8600383,0,441,4.8062129,.25
574,73,22,12,0,0,3.1923077,1.25,1.8928276,0,484,10.190828,1.5625
575,73,20,11,0,0,.5,.33333334,1.5253543,0,400,.25,.11111112
575,75,22,11,0,0,2.0833333,2.0833333,1.9352353,0,484,4.3402777,4.3402777
576,88,36,11,0,0,6.1730771,3,.92430979,0,1296,38.10688,9
577,71,18,9,0,0,.71153843,0,1.3163017,1,324,.50628692,0
577,72,19,9,0,0,1.0833334,1.0833334,1.4545732,1,361,1.1736112,1.1736112
577,73,20,9,0,0,1.2179488,.083333336,1.5634273,1,400,1.4833993,.006944445
577,75,22,9,0,0,1.7948718,1,1.3351789,1,484,3.2215648,1
577,77,24,9,0,0,2.1794872,.5,1.2338727,1,576,4.7501645,.25
579,71,21,12,0,0,1.0833334,1.0833334,1.688623,0,441,1.1736112,1.1736112
579,77,27,12,0,0,1.8141026,1.75,1.6548669,0,729,3.2909684,3.0625
579,78,28,12,0,0,2.8333335,2.75,1.9026909,0,784,8.0277786,7.5625
579,80,30,12,0,0,4.8333335,4.8333335,1.8077962,0,900,23.361113,23.361113
580,75,27,17,0,0,2.9166667,2.9166667,1.9030145,0,729,8.5069447,8.5069447
580,80,32,17,0,1,4.474359,2.3333333,1.4164358,0,1024,20.019888,5.4444442
582,80,34,16,0,0,10.384615,1.0833334,2.5463004,0,1156,107.84023,1.1736112
582,82,36,16,0,0,12.269231,2.9166667,2.634762,0,1296,150.53403,8.5069447
582,83,37,16,0,0,13.326923,4,2.6928859,0,1369,177.60689,16
584,75,28,12,0,0,1.3333334,1.3333334,1.895429,0,784,1.7777779,1.7777779
584,77,30,12,0,0,3.25,3.25,1.9375215,0,900,10.5625,10.5625
584,78,31,12,0,0,4.3333335,4.3333335,1.9089211,0,961,18.777779,18.777779
584,80,33,12,0,0,6.3333335,6.3333335,1.8612654,0,1089,40.111115,40.111115
584,82,35,12,0,0,8.2179489,.91666669,1.9416149,0,1225,67.534683,.84027779
584,83,36,12,0,0,9.2756414,2,1.9531566,0,1296,86.037521,4
584,85,38,12,0,0,11.275641,.16666667,2.0684035,0,1444,127.14009,.02777778
584,87,40,12,0,0,13.275641,2.25,2.3751385,0,1600,176.24266,5.0625
584,88,42,12,0,0,14.448718,3.5833333,2.4035881,0,1764,208.76546,12.840278
585,70,25,12,0,0,.5,.5,1.5394455,0,625,.25,.25
585,71,26,12,0,0,.92307693,.58333331,1.5394455,0,676,.85207099,.34027776
585,72,27,12,0,0,1.9038461,1.3333334,2.014189,0,729,3.6246302,1.7777779
585,73,28,12,0,0,2.7115383,2.3333333,2.0414298,0,784,7.3524399,5.4444442
585,75,30,12,0,0,4.3333335,4.3333335,1.7538886,0,900,18.777779,18.777779
585,77,31,12,0,0,6.0833335,6.0833335,1.876949,0,961,37.006947,37.006947
585,78,33,12,0,0,7.1794872,6.0833335,1.987918,0,1089,51.545036,37.006947
585,82,36,12,0,0,10.948717,6.0833335,2.4833078,0,1296,119.8744,37.006947
585,83,38,12,0,0,11.967948,6.0833335,2.5415764,0,1444,143.23178,37.006947
585,85,40,12,0,0,13.967948,0,2.0941179,0,1600,195.10358,0
585,87,42,12,0,0,15.967948,0,2.1236024,0,1764,254.97536,0
585,88,43,12,0,0,17.121794,1.3333334,2.2698486,0,1849,293.15582,1.7777779
586,71,19,12,0,0,.28846157,0,1.8971195,1,361,.083210073,0
586,72,20,12,0,0,.34615386,.16666667,1.6777167,1,400,.11982249,.02777778
586,75,23,12,0,0,.73076928,.41666666,2.028326,1,529,.53402376,.1736111
586,77,24,12,0,0,1.3076923,1.1666666,1.703876,1,576,1.7100592,1.361111
586,78,26,12,0,0,1.8076923,.5,1.586838,1,676,3.2677515,.25
586,80,28,12,0,0,2.8269231,1.1666666,1.7809234,1,784,7.9914942,1.361111
586,82,30,12,0,0,4.7115383,2.1666667,1.8825138,1,900,22.198593,4.6944447
586,83,31,12,0,0,5.7307692,3.1666667,2.1115801,1,961,32.841717,10.027779
586,87,35,12,0,0,9.4230766,.5,2.4391427,1,1225,88.794373,.25
587,75,29,18,0,0,6.9807692,2.4166667,2.642911,0,841,48.731136,5.8402781
587,77,31,18,0,0,7.75,4.1666665,2.9142237,0,961,60.0625,17.361111
587,78,32,18,0,0,8.8269234,4.1666665,2.7858779,0,1024,77.914574,17.361111
587,82,36,18,0,0,11.826923,4.1666665,3.0879879,0,1296,139.87611,17.361111
587,83,37,18,0,0,11.826923,4.1666665,3.1195319,0,1369,139.87611,17.361111
587,85,39,18,0,0,13.826923,4.1666665,3.3225727,0,1521,191.18381,17.361111
588,68,25,16,0,1,.67307693,0,2.1752141,0,625,.45303255,0
588,88,45,16,0,0,4.25,2.0833333,2.1866119,0,2025,18.0625,4.3402777
589,70,17,10,0,0,.73076922,.16666667,1.5013633,0,289,.53402364,.02777778
589,71,18,10,0,0,1.7115384,1,1.8432467,0,324,2.9293637,1
589,72,19,10,0,0,2.5961537,.66666669,1.9523133,0,361,6.7400141,.44444448
589,73,20,10,0,0,3.4807692,1.25,2.0339916,0,400,12.115754,1.5625
589,75,22,10,0,0,4.1923075,.41666666,1.5466992,0,484,17.575441,.1736111
589,77,24,10,0,0,5.1923075,1.5833334,1.6316775,0,576,26.960056,2.5069447
589,78,25,10,0,0,6.1538458,1.9166666,1.6306405,0,625,37.86982,3.6736109
589,80,27,10,0,0,7.9615383,.91666669,2.2233119,0,729,63.386093,.84027779
589,82,29,10,0,0,8.9615383,1.0833334,1.6094379,0,841,80.309166,1.1736112
590,77,31,5,0,0,.5,.41666666,1.5670172,0,961,.25,.1736111
590,78,32,5,0,0,1.0961539,.75,1.3212559,0,1024,1.2015532,.5625
590,80,34,5,0,0,2.9807692,1.9166666,1.5301647,0,1156,8.884985,3.6736109
590,82,36,5,0,0,3.4807692,1.5833334,1.3862944,0,1296,12.115754,2.5069447
591,68,19,12,0,0,1,0,1.7968352,0,361,1,0
591,69,20,12,0,0,2,.83333331,1.9902104,0,400,4,.69444442
591,70,21,12,0,1,2.9807692,1.5,1.9902104,0,441,8.884985,2.25
591,71,22,12,0,0,4.0384617,1.3333334,1.8303516,0,484,16.309174,1.7777779
591,72,23,12,0,0,4.9423075,.91666669,2.1477203,0,529,24.426403,.84027779
591,73,24,12,0,0,5.8461537,,2.0874736,0,576,34.177513,
591,75,26,12,0,0,6.8461537,1.8333334,2.1336865,0,676,46.86982,3.3611112
591,77,28,12,0,0,7.3461537,.083333336,1.7912596,0,784,53.965973,.006944445
591,78,29,12,0,0,8.3653841,0,2.0388231,0,841,69.979652,0
593,75,24,12,0,0,5.5,5.5,1.3997172,1,576,30.25,30.25
594,77,33,12,0,0,1,0,1.3212559,1,1089,1,0
595,68,20,12,0,0,1,.75,1.8177124,0,400,1,.5625
595,70,22,12,0,0,2,0,2.0249534,0,484,4,0
595,71,23,12,0,0,2,.25,1.9916197,0,529,4,.0625
595,72,24,12,0,0,2.8846154,1.1666666,2.1042907,0,576,8.3210058,1.361111
595,73,25,12,0,0,3.9230769,1.0833334,2.2380462,0,625,15.390532,1.1736112
595,75,27,12,1,0,4.7692308,.25,1.5358496,0,729,22.745564,.0625
595,77,29,12,1,0,5.0769229,1.5833334,1.5670172,0,841,25.775146,2.5069447
595,80,32,12,1,0,6.0769229,1.9166666,1.3966334,0,1024,36.928993,3.6736109
595,82,34,12,1,0,7.9615383,4,1.446919,0,1156,63.386093,16
595,83,35,12,1,0,8.9615383,5,1.6645663,0,1225,80.309166,25
595,87,39,12,0,0,10.211538,.16666667,1.3621761,0,1521,104.27551,.02777778
595,88,40,12,0,0,11.615385,1.5833334,1.4376882,0,1600,134.91718,2.5069447
596,68,18,12,0,0,.67307693,.58333331,1.6853613,0,324,.45303255,.34027776
596,69,19,12,0,0,1.6730769,1.5833334,1.715773,0,361,2.7991862,2.5069447
596,70,20,12,0,0,2.6730769,2.5833333,1.7091879,0,400,7.14534,6.6736107
596,71,21,12,0,0,3.7307692,3.5833333,1.7170231,0,441,13.918638,12.840278
596,72,22,12,0,0,4.6730771,4.5833335,2.0026944,0,484,21.83765,21.006947
596,73,23,12,0,0,5.6538463,5.5,2.0229352,0,529,31.965977,30.25
596,75,25,12,0,0,7.5833335,7.5833335,1.9130394,0,625,57.506947,57.506947
596,77,27,12,0,0,9.5,9.5,2.1967247,0,729,90.25,90.25
596,78,28,12,0,0,10.666667,10.666667,1.9998928,0,784,113.77779,113.77779
596,80,30,12,0,0,12.551283,12.5,1.9764519,0,900,157.5347,156.25
596,82,32,12,0,0,13.083333,13.083333,2.1193392,0,1024,171.1736,171.1736
597,68,24,12,0,0,1,0,1.8971195,0,576,1,0
597,70,26,12,0,0,2.1153846,.41666666,2.0990613,0,676,4.4748521,.1736111
597,71,27,12,0,0,3.0961537,1.4166666,2.1435971,0,729,9.5861683,2.0069444
597,72,28,12,0,0,4.1153846,2.4166667,2.1477203,0,784,16.93639,5.8402781
597,73,29,12,0,0,5.1923075,3.5,1.8130366,0,841,26.960056,12.25
598,68,23,12,0,0,.1923077,0,1.6270928,0,529,.036982249,0
598,82,37,12,0,0,1.8333334,1.8333334,1.5368668,0,1369,3.3611112,3.3611112
598,83,38,12,0,0,2.9166667,2.9166667,1.6180463,0,1444,8.5069447,8.5069447
599,68,22,11,0,0,.30769232,0,1.5217319,1,484,.094674565,0
599,69,23,11,0,0,1.2115384,.91666669,1.6335348,1,529,1.4678254,.84027779
599,70,24,11,0,0,2.1923077,,1.734189,1,576,4.8062129,
599,71,25,11,0,0,3.2115383,.5,1.6292838,1,625,10.313978,.25
599,72,26,11,0,0,4.25,.16666667,1.9939858,1,676,18.0625,.02777778
599,73,27,11,0,0,5.1153846,1,1.9939858,1,729,26.16716,1
599,75,29,11,0,0,5.8846154,2,1.9278916,1,841,34.6287,4
599,77,31,11,0,0,6.8846154,1.5833334,1.858918,1,961,47.39793,2.5069447
599,78,32,11,0,0,8.0384617,2.75,1.8964207,1,1024,64.616867,7.5625
600,71,17,10,0,0,.53846157,.16666667,1.2517635,1,289,.28994086,.02777778
601,69,22,7,0,0,1,.91666669,1.5696313,0,484,1,.84027779
601,70,23,7,0,0,2.0192308,2,1.700713,0,529,4.0772934,4
601,71,24,7,0,0,3.0769229,3,1.7562432,0,576,9.4674549,9
601,72,25,7,0,0,4,4,1.7657274,0,625,16,16
601,73,26,7,0,0,5.1346154,5.0833335,1.7761812,0,676,26.364275,25.840279
601,75,28,7,0,0,7,7,1.8877859,0,784,49,49
602,69,25,12,0,0,.96153843,.91666669,1.7025284,1,625,.92455614,.84027779
602,70,26,12,0,0,2.1730769,2.0833333,2.1272318,1,676,4.7222629,4.3402777
602,71,27,12,0,0,3.0961537,3,2.0816658,1,729,9.5861683,9
602,72,28,12,0,0,4.1346154,4.0833335,2.130065,1,784,17.095045,16.673613
602,73,29,12,0,0,5.1923075,5.1666665,1.8422121,1,841,26.960056,26.694443
602,75,31,12,0,0,7.0833335,7.0833335,1.9711676,1,961,50.173615,50.173615
602,77,33,12,0,0,8.916667,8.916667,2.3873448,1,1089,79.50695,79.50695
602,78,34,12,0,0,10.185898,10.166667,1.7523519,1,1156,103.75252,103.36111
